Passer,Receiver,Team,Passes,Assists
Deandre Ayton,Scoot Henderson,POR,449,8
Deandre Ayton,Anfernee Simons,POR,415,10
Scoot Henderson,Anfernee Simons,POR,409,25
Jabari Walker,Scoot Henderson,POR,376,8
Scoot Henderson,Deandre Ayton,POR,365,63
Malcolm Brogdon,Jerami Grant,POR,363,62
Anfernee Simons,Jerami Grant,POR,348,36
Scoot Henderson,Jerami Grant,POR,338,32
Toumani Camara,Scoot Henderson,POR,319,9
Anfernee Simons,Scoot Henderson,POR,305,10
Jerami Grant,Malcolm Brogdon,POR,303,25
Anfernee Simons,Deandre Ayton,POR,298,59
Duop Reath,Scoot Henderson,POR,297,11
Duop Reath,Anfernee Simons,POR,284,9
Scoot Henderson,Jabari Walker,POR,282,41
Scoot Henderson,Duop Reath,POR,278,46
Toumani Camara,Anfernee Simons,POR,274,9
Matisse Thybulle,Scoot Henderson,POR,268,6
Deandre Ayton,Malcolm Brogdon,POR,264,8
Jerami Grant,Scoot Henderson,POR,264,11
Jerami Grant,Anfernee Simons,POR,250,12
Malcolm Brogdon,Anfernee Simons,POR,248,21
Kris Murray,Scoot Henderson,POR,242,7
Matisse Thybulle,Anfernee Simons,POR,214,7
Scoot Henderson,Malcolm Brogdon,POR,207,13
Toumani Camara,Malcolm Brogdon,POR,207,6
Scoot Henderson,Toumani Camara,POR,202,23
Malcolm Brogdon,Scoot Henderson,POR,194,14
Anfernee Simons,Toumani Camara,POR,194,26
Anfernee Simons,Duop Reath,POR,190,33
Jabari Walker,Anfernee Simons,POR,183,9
Deandre Ayton,Jerami Grant,POR,181,19
Anfernee Simons,Malcolm Brogdon,POR,180,16
Jerami Grant,Deandre Ayton,POR,175,32
Scoot Henderson,Kris Murray,POR,162,27
Kris Murray,Anfernee Simons,POR,157,9
Matisse Thybulle,Malcolm Brogdon,POR,155,6
Malcolm Brogdon,Deandre Ayton,POR,153,38
Scoot Henderson,Matisse Thybulle,POR,148,14
Anfernee Simons,Matisse Thybulle,POR,146,14
Jabari Walker,Malcolm Brogdon,POR,138,6
Matisse Thybulle,Jerami Grant,POR,124,9
Anfernee Simons,Kris Murray,POR,123,11
Anfernee Simons,Jabari Walker,POR,118,16
Malcolm Brogdon,Matisse Thybulle,POR,108,13
Toumani Camara,Jerami Grant,POR,106,11
Duop Reath,Malcolm Brogdon,POR,105,4
Jerami Grant,Matisse Thybulle,POR,94,14
Malcolm Brogdon,Jabari Walker,POR,90,12
Deandre Ayton,Matisse Thybulle,POR,89,6
Matisse Thybulle,Deandre Ayton,POR,87,13
Malcolm Brogdon,Toumani Camara,POR,85,11
Jerami Grant,Duop Reath,POR,82,16
Jerami Grant,Toumani Camara,POR,78,4
Duop Reath,Jerami Grant,POR,74,8
Toumani Camara,Deandre Ayton,POR,72,16
Deandre Ayton,Kris Murray,POR,71,6
Malcolm Brogdon,Duop Reath,POR,69,12
Deandre Ayton,Toumani Camara,POR,68,6
Jabari Walker,Matisse Thybulle,POR,68,9
Deandre Ayton,Jabari Walker,POR,67,10
Jabari Walker,Jerami Grant,POR,65,6
Jabari Walker,Deandre Ayton,POR,63,7
Kris Murray,Duop Reath,POR,60,10
Toumani Camara,Duop Reath,POR,59,6
Jerami Grant,Jabari Walker,POR,58,12
Matisse Thybulle,Jabari Walker,POR,53,7
Kris Murray,Toumani Camara,POR,53,6
Kris Murray,Deandre Ayton,POR,51,13
Duop Reath,Kris Murray,POR,51,2
Kris Murray,Jabari Walker,POR,49,2
Matisse Thybulle,Duop Reath,POR,49,8
Duop Reath,Matisse Thybulle,POR,47,4
Jabari Walker,Duop Reath,POR,46,5
Toumani Camara,Kris Murray,POR,46,5
Duop Reath,Toumani Camara,POR,45,8
Toumani Camara,Matisse Thybulle,POR,44,3
Matisse Thybulle,Toumani Camara,POR,44,7
Jabari Walker,Toumani Camara,POR,43,4
Toumani Camara,Jabari Walker,POR,43,3
Jabari Walker,Kris Murray,POR,41,2
Kris Murray,Jerami Grant,POR,34,5
Duop Reath,Jabari Walker,POR,30,3
Matisse Thybulle,Kris Murray,POR,28,4
Jerami Grant,Kris Murray,POR,25,3
Kris Murray,Matisse Thybulle,POR,22,4
Kris Murray,Malcolm Brogdon,POR,20,1
Malcolm Brogdon,Kris Murray,POR,10,0
Duop Reath,Deandre Ayton,POR,6,2
Deandre Ayton,Duop Reath,POR,2,0
