Passer,Receiver,Team,Passes,Assists
Fred VanVleet,Alperen Sengun,HOU,1212,168
Jalen Green,Fred VanVleet,HOU,1044,30
Fred VanVleet,Jalen Green,HOU,1029,77
Jabari Smith Jr.,Fred VanVleet,HOU,916,17
Alperen Sengun,Fred VanVleet,HOU,861,56
Jalen Green,Alperen Sengun,HOU,660,85
Alperen Sengun,Jalen Green,HOU,643,66
Fred VanVleet,Dillon Brooks,HOU,546,83
Jabari Smith Jr.,Jalen Green,HOU,472,12
Fred VanVleet,Jabari Smith Jr.,HOU,469,94
Dillon Brooks,Fred VanVleet,HOU,446,16
Amen Thompson,Fred VanVleet,HOU,334,12
Alperen Sengun,Dillon Brooks,HOU,304,55
Amen Thompson,Jalen Green,HOU,289,21
Jalen Green,Jabari Smith Jr.,HOU,288,45
Jalen Green,Dillon Brooks,HOU,283,38
Dillon Brooks,Jalen Green,HOU,274,18
Dillon Brooks,Alperen Sengun,HOU,266,25
Alperen Sengun,Jabari Smith Jr.,HOU,256,57
Jae'Sean Tate,Fred VanVleet,HOU,250,11
Fred VanVleet,Jeff Green,HOU,243,36
Jeff Green,Fred VanVleet,HOU,238,5
Jabari Smith Jr.,Alperen Sengun,HOU,231,26
Fred VanVleet,Amen Thompson,HOU,229,28
Jalen Green,Amen Thompson,HOU,223,18
Aaron Holiday,Fred VanVleet,HOU,216,5
Jabari Smith Jr.,Aaron Holiday,HOU,192,2
Aaron Holiday,Jalen Green,HOU,192,12
Amen Thompson,Aaron Holiday,HOU,185,9
Jabari Smith Jr.,Amen Thompson,HOU,179,7
Fred VanVleet,Aaron Holiday,HOU,178,23
Amen Thompson,Cam Whitmore,HOU,170,30
Amen Thompson,Alperen Sengun,HOU,170,12
Amen Thompson,Jeff Green,HOU,168,14
Aaron Holiday,Amen Thompson,HOU,161,9
Fred VanVleet,Jae'Sean Tate,HOU,159,16
Jeff Green,Jalen Green,HOU,155,2
Amen Thompson,Jabari Smith Jr.,HOU,153,15
Aaron Holiday,Jeff Green,HOU,149,18
Jalen Green,Aaron Holiday,HOU,146,12
Jae'Sean Tate,Jalen Green,HOU,145,8
Jabari Smith Jr.,Dillon Brooks,HOU,141,16
Cam Whitmore,Amen Thompson,HOU,140,6
Aaron Holiday,Alperen Sengun,HOU,135,11
Jae'Sean Tate,Aaron Holiday,HOU,132,5
Jeff Green,Aaron Holiday,HOU,131,3
Dillon Brooks,Jabari Smith Jr.,HOU,124,18
Amen Thompson,Dillon Brooks,HOU,124,17
Alperen Sengun,Aaron Holiday,HOU,116,16
Jalen Green,Jeff Green,HOU,113,16
Cam Whitmore,Fred VanVleet,HOU,112,2
Fred VanVleet,Cam Whitmore,HOU,112,23
Aaron Holiday,Jabari Smith Jr.,HOU,100,12
Alperen Sengun,Amen Thompson,HOU,95,20
Aaron Holiday,Jae'Sean Tate,HOU,94,5
Dillon Brooks,Amen Thompson,HOU,94,9
Jeff Green,Amen Thompson,HOU,88,8
Aaron Holiday,Cam Whitmore,HOU,86,19
Jeff Green,Jabari Smith Jr.,HOU,85,16
Aaron Holiday,Dillon Brooks,HOU,84,11
Cam Whitmore,Aaron Holiday,HOU,81,4
Jeff Green,Dillon Brooks,HOU,80,8
Jabari Smith Jr.,Jeff Green,HOU,77,15
Dillon Brooks,Aaron Holiday,HOU,72,6
Dillon Brooks,Jeff Green,HOU,72,10
Jalen Green,Jae'Sean Tate,HOU,68,6
Alperen Sengun,Jae'Sean Tate,HOU,65,13
Jalen Green,Cam Whitmore,HOU,63,12
Jae'Sean Tate,Amen Thompson,HOU,62,5
Cam Whitmore,Jalen Green,HOU,58,4
Jabari Smith Jr.,Cam Whitmore,HOU,57,11
Amen Thompson,Jae'Sean Tate,HOU,57,5
Jeff Green,Cam Whitmore,HOU,56,13
Jae'Sean Tate,Jabari Smith Jr.,HOU,52,9
Jae'Sean Tate,Alperen Sengun,HOU,51,6
Alperen Sengun,Cam Whitmore,HOU,49,15
Jeff Green,Jae'Sean Tate,HOU,48,3
Alperen Sengun,Jeff Green,HOU,47,7
Jabari Smith Jr.,Jae'Sean Tate,HOU,45,3
Jae'Sean Tate,Jeff Green,HOU,44,4
Cam Whitmore,Jabari Smith Jr.,HOU,35,3
Jae'Sean Tate,Dillon Brooks,HOU,32,2
Cam Whitmore,Jeff Green,HOU,31,5
Cam Whitmore,Alperen Sengun,HOU,28,2
Jae'Sean Tate,Cam Whitmore,HOU,28,9
Jeff Green,Alperen Sengun,HOU,24,2
Dillon Brooks,Jae'Sean Tate,HOU,21,3
Dillon Brooks,Cam Whitmore,HOU,21,5
Cam Whitmore,Jae'Sean Tate,HOU,14,1
Cam Whitmore,Dillon Brooks,HOU,13,0
