Passer,Receiver,Team,Passes,Assists
Nikola Jokić,Jamal Murray,DEN,1433,104
Jamal Murray,Nikola Jokić,DEN,1169,147
Reggie Jackson,Nikola Jokić,DEN,918,86
Nikola Jokić,Kentavious Caldwell-Pope,DEN,912,107
Nikola Jokić,Reggie Jackson,DEN,903,69
Kentavious Caldwell-Pope,Nikola Jokić,DEN,854,67
Nikola Jokić,Michael Porter Jr.,DEN,851,151
Nikola Jokić,Aaron Gordon,DEN,763,124
Michael Porter Jr.,Nikola Jokić,DEN,731,41
Aaron Gordon,Nikola Jokić,DEN,683,58
Peyton Watson,Reggie Jackson,DEN,426,14
Christian Braun,Reggie Jackson,DEN,388,16
Aaron Gordon,Jamal Murray,DEN,339,30
Michael Porter Jr.,Jamal Murray,DEN,338,13
Christian Braun,Nikola Jokić,DEN,336,27
Nikola Jokić,Christian Braun,DEN,333,46
Jamal Murray,Aaron Gordon,DEN,331,39
Kentavious Caldwell-Pope,Jamal Murray,DEN,327,17
Aaron Gordon,Michael Porter Jr.,DEN,297,78
Michael Porter Jr.,Reggie Jackson,DEN,294,8
Peyton Watson,Jamal Murray,DEN,285,7
Jamal Murray,Michael Porter Jr.,DEN,272,65
Reggie Jackson,Christian Braun,DEN,267,34
Kentavious Caldwell-Pope,Reggie Jackson,DEN,262,11
Michael Porter Jr.,Aaron Gordon,DEN,259,26
Reggie Jackson,Peyton Watson,DEN,254,30
Jamal Murray,Kentavious Caldwell-Pope,DEN,249,21
Reggie Jackson,Aaron Gordon,DEN,243,16
Christian Braun,Jamal Murray,DEN,237,3
Nikola Jokić,Peyton Watson,DEN,233,47
Aaron Gordon,Reggie Jackson,DEN,227,12
Aaron Gordon,Kentavious Caldwell-Pope,DEN,219,36
Peyton Watson,Nikola Jokić,DEN,212,17
Reggie Jackson,Michael Porter Jr.,DEN,207,42
Jamal Murray,Peyton Watson,DEN,206,36
Kentavious Caldwell-Pope,Aaron Gordon,DEN,197,27
Reggie Jackson,Kentavious Caldwell-Pope,DEN,190,22
Peyton Watson,Christian Braun,DEN,180,12
Christian Braun,Peyton Watson,DEN,169,19
Michael Porter Jr.,Kentavious Caldwell-Pope,DEN,166,13
Jamal Murray,Christian Braun,DEN,166,22
Kentavious Caldwell-Pope,Michael Porter Jr.,DEN,164,44
Reggie Jackson,Jamal Murray,DEN,137,4
Justin Holiday,Reggie Jackson,DEN,130,8
Jamal Murray,Reggie Jackson,DEN,121,6
Reggie Jackson,Zeke Nnaji,DEN,119,10
Nikola Jokić,Justin Holiday,DEN,117,23
Zeke Nnaji,Reggie Jackson,DEN,116,9
Justin Holiday,Nikola Jokić,DEN,113,10
Reggie Jackson,Justin Holiday,DEN,110,12
Christian Braun,Michael Porter Jr.,DEN,91,19
Michael Porter Jr.,Christian Braun,DEN,90,7
Aaron Gordon,Christian Braun,DEN,90,13
Justin Holiday,Jamal Murray,DEN,86,4
Christian Braun,Aaron Gordon,DEN,84,8
Peyton Watson,Justin Holiday,DEN,70,4
Zeke Nnaji,Jamal Murray,DEN,67,0
Christian Braun,Justin Holiday,DEN,64,7
Christian Braun,Kentavious Caldwell-Pope,DEN,64,10
Justin Holiday,Peyton Watson,DEN,57,6
Peyton Watson,Michael Porter Jr.,DEN,57,9
Justin Holiday,Christian Braun,DEN,57,6
Kentavious Caldwell-Pope,Christian Braun,DEN,55,5
Christian Braun,Zeke Nnaji,DEN,53,4
Michael Porter Jr.,Peyton Watson,DEN,51,3
Jamal Murray,Justin Holiday,DEN,49,3
Zeke Nnaji,Christian Braun,DEN,49,8
Peyton Watson,Zeke Nnaji,DEN,48,4
Zeke Nnaji,Peyton Watson,DEN,46,4
Jamal Murray,Zeke Nnaji,DEN,42,10
Aaron Gordon,Justin Holiday,DEN,41,10
Justin Holiday,Michael Porter Jr.,DEN,40,9
Peyton Watson,Aaron Gordon,DEN,37,4
Peyton Watson,Kentavious Caldwell-Pope,DEN,37,6
Aaron Gordon,Peyton Watson,DEN,33,5
Kentavious Caldwell-Pope,Peyton Watson,DEN,28,1
Justin Holiday,Aaron Gordon,DEN,28,4
Zeke Nnaji,Justin Holiday,DEN,25,0
Michael Porter Jr.,Justin Holiday,DEN,24,2
Justin Holiday,Zeke Nnaji,DEN,20,5
Justin Holiday,Kentavious Caldwell-Pope,DEN,18,1
Zeke Nnaji,Michael Porter Jr.,DEN,16,3
Michael Porter Jr.,Zeke Nnaji,DEN,16,0
Kentavious Caldwell-Pope,Justin Holiday,DEN,12,5
Nikola Jokić,Zeke Nnaji,DEN,8,2
Zeke Nnaji,Aaron Gordon,DEN,7,0
Aaron Gordon,Zeke Nnaji,DEN,6,0
Zeke Nnaji,Kentavious Caldwell-Pope,DEN,4,0
Zeke Nnaji,Nikola Jokić,DEN,3,0
Kentavious Caldwell-Pope,Zeke Nnaji,DEN,1,0
