Passer,Receiver,Team,Passes,Assists
Derrick White,Jayson Tatum,BOS,1309,79
Jayson Tatum,Derrick White,BOS,1273,69
Derrick White,Jaylen Brown,BOS,838,63
Payton Pritchard,Jayson Tatum,BOS,744,30
Jayson Tatum,Payton Pritchard,BOS,657,42
Jaylen Brown,Derrick White,BOS,551,44
Jrue Holiday,Derrick White,BOS,548,41
Jayson Tatum,Jrue Holiday,BOS,543,40
Payton Pritchard,Derrick White,BOS,531,36
Jayson Tatum,Jaylen Brown,BOS,517,65
Derrick White,Jrue Holiday,BOS,491,31
Derrick White,Payton Pritchard,BOS,484,40
Jrue Holiday,Jayson Tatum,BOS,469,45
Al Horford,Derrick White,BOS,460,30
Sam Hauser,Payton Pritchard,BOS,449,19
Payton Pritchard,Jaylen Brown,BOS,373,25
Derrick White,Kristaps Porziņģis,BOS,348,62
Jrue Holiday,Jaylen Brown,BOS,342,31
Jayson Tatum,Al Horford,BOS,327,51
Jaylen Brown,Jayson Tatum,BOS,315,31
Derrick White,Al Horford,BOS,315,20
Jaylen Brown,Payton Pritchard,BOS,298,36
Sam Hauser,Derrick White,BOS,292,15
Al Horford,Payton Pritchard,BOS,287,9
Jayson Tatum,Kristaps Porziņģis,BOS,285,60
Al Horford,Jayson Tatum,BOS,279,21
Luke Kornet,Payton Pritchard,BOS,272,29
Payton Pritchard,Sam Hauser,BOS,259,50
Kristaps Porziņģis,Derrick White,BOS,240,21
Jrue Holiday,Payton Pritchard,BOS,237,23
Al Horford,Jrue Holiday,BOS,232,22
Payton Pritchard,Jrue Holiday,BOS,220,16
Jaylen Brown,Jrue Holiday,BOS,214,26
Payton Pritchard,Al Horford,BOS,213,24
Luke Kornet,Jayson Tatum,BOS,202,23
Al Horford,Jaylen Brown,BOS,196,16
Payton Pritchard,Luke Kornet,BOS,190,31
Jaylen Brown,Al Horford,BOS,185,33
Kristaps Porziņģis,Jayson Tatum,BOS,185,16
Jaylen Brown,Kristaps Porziņģis,BOS,182,37
Luke Kornet,Derrick White,BOS,182,20
Jayson Tatum,Sam Hauser,BOS,178,43
Jayson Tatum,Luke Kornet,BOS,176,35
Kristaps Porziņģis,Jrue Holiday,BOS,175,10
Neemias Queta,Payton Pritchard,BOS,175,12
Derrick White,Sam Hauser,BOS,173,20
Jrue Holiday,Kristaps Porziņģis,BOS,169,33
Sam Hauser,Jayson Tatum,BOS,164,3
Jrue Holiday,Al Horford,BOS,152,23
Derrick White,Luke Kornet,BOS,148,24
Kristaps Porziņģis,Jaylen Brown,BOS,147,13
Payton Pritchard,Neemias Queta,BOS,130,21
Luke Kornet,Jaylen Brown,BOS,115,11
Jaylen Brown,Luke Kornet,BOS,115,24
Payton Pritchard,Kristaps Porziņģis,BOS,109,23
Sam Hauser,Jaylen Brown,BOS,102,6
Jaylen Brown,Sam Hauser,BOS,94,16
Sam Hauser,Jrue Holiday,BOS,92,6
Kristaps Porziņģis,Payton Pritchard,BOS,90,8
Neemias Queta,Derrick White,BOS,86,4
Jrue Holiday,Sam Hauser,BOS,85,14
Luke Kornet,Sam Hauser,BOS,78,12
Derrick White,Neemias Queta,BOS,76,14
Neemias Queta,Jayson Tatum,BOS,74,2
Al Horford,Sam Hauser,BOS,71,12
Jayson Tatum,Neemias Queta,BOS,66,9
Neemias Queta,Jaylen Brown,BOS,65,5
Luke Kornet,Jrue Holiday,BOS,62,7
Jrue Holiday,Luke Kornet,BOS,61,7
Al Horford,Kristaps Porziņģis,BOS,55,9
Sam Hauser,Luke Kornet,BOS,52,2
Jaylen Brown,Neemias Queta,BOS,51,22
Jrue Holiday,Neemias Queta,BOS,48,10
Sam Hauser,Al Horford,BOS,46,6
Kristaps Porziņģis,Al Horford,BOS,40,10
Neemias Queta,Sam Hauser,BOS,39,11
Luke Kornet,Al Horford,BOS,38,9
Neemias Queta,Jrue Holiday,BOS,36,1
Sam Hauser,Kristaps Porziņģis,BOS,27,2
Kristaps Porziņģis,Sam Hauser,BOS,25,4
Al Horford,Luke Kornet,BOS,20,2
Sam Hauser,Neemias Queta,BOS,19,2
Luke Kornet,Kristaps Porziņģis,BOS,15,3
Neemias Queta,Al Horford,BOS,13,0
Al Horford,Neemias Queta,BOS,12,2
Kristaps Porziņģis,Luke Kornet,BOS,7,1
Luke Kornet,Neemias Queta,BOS,5,0
Kristaps Porziņģis,Neemias Queta,BOS,1,0
