Passer,Receiver,Team,Passes,Assists
Chris Paul,Stephon Castle,SAS,686,71
Chris Paul,Victor Wembanyama,SAS,662,121
Harrison Barnes,Chris Paul,SAS,605,12
Chris Paul,Devin Vassell,SAS,590,76
Stephon Castle,Chris Paul,SAS,559,13
Devin Vassell,Chris Paul,SAS,530,8
Chris Paul,Harrison Barnes,SAS,527,106
Victor Wembanyama,Chris Paul,SAS,453,17
Keldon Johnson,Stephon Castle,SAS,436,15
Harrison Barnes,Stephon Castle,SAS,408,16
Julian Champagnie,Chris Paul,SAS,382,4
Jeremy Sochan,Chris Paul,SAS,374,17
Devin Vassell,Stephon Castle,SAS,367,28
Julian Champagnie,Stephon Castle,SAS,361,8
Chris Paul,Julian Champagnie,SAS,357,51
Stephon Castle,Devin Vassell,SAS,347,35
Keldon Johnson,Chris Paul,SAS,339,2
Stephon Castle,Harrison Barnes,SAS,321,49
Stephon Castle,Keldon Johnson,SAS,309,50
Chris Paul,Jeremy Sochan,SAS,308,50
Stephon Castle,Julian Champagnie,SAS,283,47
Stephon Castle,Victor Wembanyama,SAS,272,36
Jeremy Sochan,Stephon Castle,SAS,242,14
Chris Paul,De'Aaron Fox,SAS,239,22
Victor Wembanyama,Stephon Castle,SAS,226,24
Devin Vassell,Victor Wembanyama,SAS,221,43
Chris Paul,Keldon Johnson,SAS,213,34
Harrison Barnes,Devin Vassell,SAS,210,25
Harrison Barnes,Victor Wembanyama,SAS,198,33
Devin Vassell,Keldon Johnson,SAS,197,24
Victor Wembanyama,Devin Vassell,SAS,194,26
Stephon Castle,Jeremy Sochan,SAS,192,24
Devin Vassell,Harrison Barnes,SAS,183,25
Jeremy Sochan,Devin Vassell,SAS,181,20
De'Aaron Fox,Chris Paul,SAS,179,8
Julian Champagnie,Keldon Johnson,SAS,175,23
Keldon Johnson,Devin Vassell,SAS,164,17
Julian Champagnie,Victor Wembanyama,SAS,155,14
Devin Vassell,De'Aaron Fox,SAS,152,9
Jeremy Sochan,Keldon Johnson,SAS,148,28
De'Aaron Fox,Devin Vassell,SAS,144,10
Harrison Barnes,De'Aaron Fox,SAS,141,3
Keldon Johnson,Julian Champagnie,SAS,139,25
Jeremy Sochan,Victor Wembanyama,SAS,129,15
Keldon Johnson,Blake Wesley,SAS,129,5
Victor Wembanyama,Harrison Barnes,SAS,128,15
Keldon Johnson,Jeremy Sochan,SAS,128,19
Victor Wembanyama,Julian Champagnie,SAS,127,16
Julian Champagnie,Blake Wesley,SAS,123,6
Devin Vassell,Jeremy Sochan,SAS,120,14
Victor Wembanyama,Jeremy Sochan,SAS,117,30
De'Aaron Fox,Harrison Barnes,SAS,115,19
Harrison Barnes,Julian Champagnie,SAS,112,17
De'Aaron Fox,Stephon Castle,SAS,112,17
Jeremy Sochan,Julian Champagnie,SAS,109,10
Blake Wesley,Keldon Johnson,SAS,108,11
Stephon Castle,Blake Wesley,SAS,107,9
Julian Champagnie,Devin Vassell,SAS,106,4
Stephon Castle,De'Aaron Fox,SAS,106,2
Blake Wesley,Stephon Castle,SAS,98,7
Julian Champagnie,Harrison Barnes,SAS,96,9
Julian Champagnie,Jeremy Sochan,SAS,96,14
Victor Wembanyama,Keldon Johnson,SAS,95,22
Jeremy Sochan,De'Aaron Fox,SAS,92,5
Keldon Johnson,De'Aaron Fox,SAS,91,5
Keldon Johnson,Victor Wembanyama,SAS,87,6
De'Aaron Fox,Jeremy Sochan,SAS,86,19
Harrison Barnes,Keldon Johnson,SAS,85,7
Devin Vassell,Julian Champagnie,SAS,83,14
Blake Wesley,Julian Champagnie,SAS,83,12
Harrison Barnes,Jeremy Sochan,SAS,80,6
Jeremy Sochan,Harrison Barnes,SAS,80,7
De'Aaron Fox,Keldon Johnson,SAS,75,10
Blake Wesley,Devin Vassell,SAS,66,4
Harrison Barnes,Blake Wesley,SAS,65,6
Keldon Johnson,Harrison Barnes,SAS,63,7
Chris Paul,Blake Wesley,SAS,54,7
Blake Wesley,Chris Paul,SAS,53,0
De'Aaron Fox,Julian Champagnie,SAS,51,10
Devin Vassell,Blake Wesley,SAS,48,1
Blake Wesley,Victor Wembanyama,SAS,47,4
Julian Champagnie,De'Aaron Fox,SAS,45,2
Blake Wesley,Jeremy Sochan,SAS,42,4
Jeremy Sochan,Blake Wesley,SAS,40,2
Victor Wembanyama,De'Aaron Fox,SAS,38,4
Blake Wesley,Harrison Barnes,SAS,35,4
De'Aaron Fox,Victor Wembanyama,SAS,34,10
Victor Wembanyama,Blake Wesley,SAS,29,4
Blake Wesley,De'Aaron Fox,SAS,7,0
De'Aaron Fox,Blake Wesley,SAS,6,0
Victor Wembanyama,Victor Wembanyama,SAS,1,0
