Passer,Receiver,Team,Passes,Assists
Keyonte George,Collin Sexton,UTA,580,33
Kyle Filipowski,Isaiah Collier,UTA,545,11
Isaiah Collier,Keyonte George,UTA,524,40
Keyonte George,Isaiah Collier,UTA,490,18
Walker Kessler,Keyonte George,UTA,468,22
Isaiah Collier,Collin Sexton,UTA,451,34
Kyle Filipowski,Keyonte George,UTA,407,22
Collin Sexton,Keyonte George,UTA,407,26
John Collins,Keyonte George,UTA,385,12
Isaiah Collier,Brice Sensabaugh,UTA,378,50
Isaiah Collier,Kyle Filipowski,UTA,351,58
Lauri Markkanen,Keyonte George,UTA,321,8
Keyonte George,Kyle Filipowski,UTA,314,39
Keyonte George,John Collins,UTA,313,41
Walker Kessler,Collin Sexton,UTA,300,16
Isaiah Collier,Johnny Juzang,UTA,299,40
Keyonte George,Walker Kessler,UTA,296,43
Lauri Markkanen,Collin Sexton,UTA,290,20
John Collins,Isaiah Collier,UTA,284,1
Collin Sexton,Lauri Markkanen,UTA,278,50
Keyonte George,Lauri Markkanen,UTA,277,51
Walker Kessler,Isaiah Collier,UTA,276,5
Johnny Juzang,Isaiah Collier,UTA,273,9
Isaiah Collier,Lauri Markkanen,UTA,259,60
Brice Sensabaugh,Isaiah Collier,UTA,258,15
Keyonte George,Brice Sensabaugh,UTA,253,36
Isaiah Collier,Walker Kessler,UTA,251,25
Lauri Markkanen,Isaiah Collier,UTA,243,3
Brice Sensabaugh,Keyonte George,UTA,236,10
Collin Sexton,Isaiah Collier,UTA,230,9
John Collins,Collin Sexton,UTA,223,16
Isaiah Collier,John Collins,UTA,221,46
Johnny Juzang,Keyonte George,UTA,207,3
Collin Sexton,Walker Kessler,UTA,205,46
Kyle Filipowski,Collin Sexton,UTA,204,14
Collin Sexton,John Collins,UTA,196,32
Keyonte George,Johnny Juzang,UTA,184,23
Cody Williams,Isaiah Collier,UTA,176,3
Cody Williams,Keyonte George,UTA,170,10
Keyonte George,Cody Williams,UTA,134,15
Isaiah Collier,Cody Williams,UTA,133,6
Johnny Juzang,Collin Sexton,UTA,130,6
Cody Williams,Collin Sexton,UTA,122,8
Collin Sexton,Kyle Filipowski,UTA,121,14
Collin Sexton,Brice Sensabaugh,UTA,121,24
Brice Sensabaugh,Collin Sexton,UTA,121,9
Kyle Filipowski,Brice Sensabaugh,UTA,105,21
Brice Sensabaugh,Kyle Filipowski,UTA,101,9
Johnny Juzang,Kyle Filipowski,UTA,92,9
Collin Sexton,Johnny Juzang,UTA,84,11
Collin Sexton,Cody Williams,UTA,83,6
Kyle Filipowski,Johnny Juzang,UTA,82,16
Walker Kessler,Brice Sensabaugh,UTA,66,6
Lauri Markkanen,John Collins,UTA,65,13
Brice Sensabaugh,Johnny Juzang,UTA,65,19
Lauri Markkanen,Walker Kessler,UTA,63,6
Walker Kessler,Lauri Markkanen,UTA,60,14
Brice Sensabaugh,Walker Kessler,UTA,58,5
Johnny Juzang,Brice Sensabaugh,UTA,58,8
Kyle Filipowski,Cody Williams,UTA,56,9
Cody Williams,Kyle Filipowski,UTA,56,7
John Collins,Lauri Markkanen,UTA,55,9
Walker Kessler,Cody Williams,UTA,48,1
Walker Kessler,John Collins,UTA,48,11
John Collins,Walker Kessler,UTA,48,12
Johnny Juzang,Lauri Markkanen,UTA,48,9
Brice Sensabaugh,Lauri Markkanen,UTA,46,9
Johnny Juzang,John Collins,UTA,44,2
Brice Sensabaugh,John Collins,UTA,44,8
Kyle Filipowski,John Collins,UTA,41,8
Lauri Markkanen,Kyle Filipowski,UTA,40,4
John Collins,Brice Sensabaugh,UTA,38,6
Walker Kessler,Johnny Juzang,UTA,37,1
John Collins,Johnny Juzang,UTA,37,5
Kyle Filipowski,Lauri Markkanen,UTA,36,6
Lauri Markkanen,Johnny Juzang,UTA,36,4
Cody Williams,Brice Sensabaugh,UTA,35,6
Cody Williams,Lauri Markkanen,UTA,34,3
Brice Sensabaugh,Cody Williams,UTA,31,5
Lauri Markkanen,Brice Sensabaugh,UTA,30,3
Johnny Juzang,Walker Kessler,UTA,28,3
John Collins,Kyle Filipowski,UTA,28,2
Cody Williams,Walker Kessler,UTA,26,2
Cody Williams,Johnny Juzang,UTA,26,2
Lauri Markkanen,Cody Williams,UTA,26,2
Kyle Filipowski,Walker Kessler,UTA,21,5
John Collins,Cody Williams,UTA,20,2
Cody Williams,John Collins,UTA,19,3
Johnny Juzang,Cody Williams,UTA,16,2
Walker Kessler,Kyle Filipowski,UTA,14,4
