Passer,Receiver,Team,Passes,Assists
Bam Adebayo,Tyler Herro,MIA,1009,94
Tyler Herro,Bam Adebayo,MIA,882,99
Bam Adebayo,Duncan Robinson,MIA,515,65
Terry Rozier,Bam Adebayo,MIA,435,32
Bam Adebayo,Terry Rozier,MIA,430,31
Terry Rozier,Tyler Herro,MIA,391,34
Duncan Robinson,Bam Adebayo,MIA,391,53
Kel'el Ware,Tyler Herro,MIA,382,13
Haywood Highsmith,Tyler Herro,MIA,374,23
Tyler Herro,Terry Rozier,MIA,373,29
Davion Mitchell,Tyler Herro,MIA,337,31
Jaime Jaquez Jr.,Terry Rozier,MIA,332,25
Nikola Jović,Tyler Herro,MIA,329,30
Tyler Herro,Duncan Robinson,MIA,323,39
Jaime Jaquez Jr.,Tyler Herro,MIA,318,33
Davion Mitchell,Bam Adebayo,MIA,292,36
Duncan Robinson,Tyler Herro,MIA,291,17
Tyler Herro,Haywood Highsmith,MIA,288,47
Tyler Herro,Davion Mitchell,MIA,271,15
Terry Rozier,Jaime Jaquez Jr.,MIA,264,17
Nikola Jović,Terry Rozier,MIA,257,15
Tyler Herro,Nikola Jović,MIA,256,40
Tyler Herro,Jaime Jaquez Jr.,MIA,245,12
Terry Rozier,Nikola Jović,MIA,234,10
Tyler Herro,Kel'el Ware,MIA,232,54
Haywood Highsmith,Bam Adebayo,MIA,227,17
Nikola Jović,Bam Adebayo,MIA,225,22
Kel'el Ware,Davion Mitchell,MIA,224,2
Jaime Jaquez Jr.,Bam Adebayo,MIA,220,19
Bam Adebayo,Davion Mitchell,MIA,207,9
Terry Rozier,Duncan Robinson,MIA,200,23
Haywood Highsmith,Terry Rozier,MIA,176,6
Bam Adebayo,Jaime Jaquez Jr.,MIA,175,16
Haywood Highsmith,Davion Mitchell,MIA,175,8
Bam Adebayo,Nikola Jović,MIA,171,18
Duncan Robinson,Terry Rozier,MIA,156,4
Jaime Jaquez Jr.,Duncan Robinson,MIA,148,14
Duncan Robinson,Haywood Highsmith,MIA,143,18
Jaime Jaquez Jr.,Nikola Jović,MIA,139,13
Tyler Herro,Andrew Wiggins,MIA,135,15
Bam Adebayo,Haywood Highsmith,MIA,132,14
Bam Adebayo,Andrew Wiggins,MIA,131,9
Haywood Highsmith,Duncan Robinson,MIA,130,15
Nikola Jović,Jaime Jaquez Jr.,MIA,127,12
Davion Mitchell,Andrew Wiggins,MIA,126,17
Davion Mitchell,Haywood Highsmith,MIA,125,10
Duncan Robinson,Nikola Jović,MIA,124,15
Terry Rozier,Haywood Highsmith,MIA,122,6
Duncan Robinson,Jaime Jaquez Jr.,MIA,118,13
Davion Mitchell,Kel'el Ware,MIA,116,17
Kel'el Ware,Terry Rozier,MIA,116,4
Andrew Wiggins,Tyler Herro,MIA,109,13
Haywood Highsmith,Jaime Jaquez Jr.,MIA,104,11
Kel'el Ware,Duncan Robinson,MIA,102,9
Andrew Wiggins,Bam Adebayo,MIA,102,15
Nikola Jović,Duncan Robinson,MIA,100,10
Davion Mitchell,Duncan Robinson,MIA,100,17
Kel'el Ware,Bam Adebayo,MIA,97,4
Kel'el Ware,Jaime Jaquez Jr.,MIA,91,3
Nikola Jović,Kel'el Ware,MIA,90,20
Andrew Wiggins,Davion Mitchell,MIA,85,7
Duncan Robinson,Davion Mitchell,MIA,84,1
Jaime Jaquez Jr.,Haywood Highsmith,MIA,84,14
Terry Rozier,Kel'el Ware,MIA,84,15
Duncan Robinson,Kel'el Ware,MIA,81,18
Jaime Jaquez Jr.,Kel'el Ware,MIA,81,14
Kel'el Ware,Nikola Jović,MIA,78,6
Jaime Jaquez Jr.,Davion Mitchell,MIA,70,2
Bam Adebayo,Kel'el Ware,MIA,66,14
Kel'el Ware,Andrew Wiggins,MIA,57,7
Davion Mitchell,Jaime Jaquez Jr.,MIA,56,3
Andrew Wiggins,Kel'el Ware,MIA,47,13
Haywood Highsmith,Nikola Jović,MIA,47,5
Nikola Jović,Haywood Highsmith,MIA,44,5
Haywood Highsmith,Kel'el Ware,MIA,38,9
Kel'el Ware,Haywood Highsmith,MIA,35,3
Duncan Robinson,Andrew Wiggins,MIA,34,3
Terry Rozier,Davion Mitchell,MIA,32,1
Davion Mitchell,Terry Rozier,MIA,30,1
Nikola Jović,Davion Mitchell,MIA,30,1
Andrew Wiggins,Duncan Robinson,MIA,28,1
Davion Mitchell,Nikola Jović,MIA,28,2
Haywood Highsmith,Andrew Wiggins,MIA,26,5
Terry Rozier,Andrew Wiggins,MIA,23,1
Andrew Wiggins,Terry Rozier,MIA,19,1
Nikola Jović,Andrew Wiggins,MIA,17,3
Andrew Wiggins,Nikola Jović,MIA,14,1
Andrew Wiggins,Haywood Highsmith,MIA,13,1
Jaime Jaquez Jr.,Andrew Wiggins,MIA,11,1
Andrew Wiggins,Jaime Jaquez Jr.,MIA,8,0
Nikola Jović,Nikola Jović,MIA,1,0
