Passer,Receiver,Team,Passes,Assists
Jalen Williams,Shai Gilgeous-Alexander,OKC,873,43
Isaiah Hartenstein,Jalen Williams,OKC,706,45
Isaiah Hartenstein,Shai Gilgeous-Alexander,OKC,692,34
Shai Gilgeous-Alexander,Jalen Williams,OKC,645,71
Jalen Williams,Isaiah Hartenstein,OKC,458,75
Luguentz Dort,Shai Gilgeous-Alexander,OKC,453,21
Cason Wallace,Shai Gilgeous-Alexander,OKC,424,21
Shai Gilgeous-Alexander,Luguentz Dort,OKC,381,74
Cason Wallace,Jalen Williams,OKC,370,31
Aaron Wiggins,Shai Gilgeous-Alexander,OKC,351,17
Shai Gilgeous-Alexander,Isaiah Hartenstein,OKC,343,59
Alex Caruso,Shai Gilgeous-Alexander,OKC,337,14
Chet Holmgren,Shai Gilgeous-Alexander,OKC,332,6
Aaron Wiggins,Jalen Williams,OKC,323,12
Shai Gilgeous-Alexander,Cason Wallace,OKC,308,37
Shai Gilgeous-Alexander,Isaiah Joe,OKC,302,46
Jalen Williams,Luguentz Dort,OKC,296,39
Luguentz Dort,Jalen Williams,OKC,291,20
Alex Caruso,Jalen Williams,OKC,290,28
Jalen Williams,Aaron Wiggins,OKC,285,42
Jalen Williams,Cason Wallace,OKC,283,31
Isaiah Joe,Shai Gilgeous-Alexander,OKC,280,8
Chet Holmgren,Jalen Williams,OKC,255,19
Kenrich Williams,Shai Gilgeous-Alexander,OKC,239,14
Shai Gilgeous-Alexander,Aaron Wiggins,OKC,235,51
Isaiah Hartenstein,Isaiah Joe,OKC,232,31
Jalen Williams,Isaiah Joe,OKC,223,38
Shai Gilgeous-Alexander,Chet Holmgren,OKC,214,36
Shai Gilgeous-Alexander,Alex Caruso,OKC,205,28
Isaiah Hartenstein,Cason Wallace,OKC,198,30
Isaiah Joe,Isaiah Hartenstein,OKC,196,12
Cason Wallace,Isaiah Hartenstein,OKC,191,20
Jalen Williams,Chet Holmgren,OKC,180,29
Jalen Williams,Alex Caruso,OKC,167,22
Isaiah Joe,Jalen Williams,OKC,157,12
Shai Gilgeous-Alexander,Kenrich Williams,OKC,153,30
Cason Wallace,Luguentz Dort,OKC,153,28
Isaiah Hartenstein,Alex Caruso,OKC,153,15
Luguentz Dort,Isaiah Hartenstein,OKC,150,21
Isaiah Hartenstein,Aaron Wiggins,OKC,150,17
Isaiah Hartenstein,Luguentz Dort,OKC,140,15
Alex Caruso,Isaiah Hartenstein,OKC,127,7
Kenrich Williams,Jalen Williams,OKC,126,10
Kenrich Williams,Aaron Wiggins,OKC,124,17
Aaron Wiggins,Isaiah Hartenstein,OKC,124,7
Alex Caruso,Aaron Wiggins,OKC,119,19
Luguentz Dort,Cason Wallace,OKC,118,15
Alex Caruso,Cason Wallace,OKC,118,14
Cason Wallace,Aaron Wiggins,OKC,108,23
Jalen Williams,Kenrich Williams,OKC,106,17
Alex Caruso,Isaiah Joe,OKC,103,17
Aaron Wiggins,Cason Wallace,OKC,98,5
Aaron Wiggins,Isaiah Joe,OKC,88,15
Kenrich Williams,Cason Wallace,OKC,87,7
Isaiah Joe,Kenrich Williams,OKC,86,10
Aaron Wiggins,Kenrich Williams,OKC,86,12
Isaiah Joe,Luguentz Dort,OKC,85,12
Isaiah Joe,Aaron Wiggins,OKC,83,14
Aaron Wiggins,Alex Caruso,OKC,83,9
Isaiah Joe,Alex Caruso,OKC,82,10
Isaiah Hartenstein,Kenrich Williams,OKC,80,11
Cason Wallace,Alex Caruso,OKC,79,8
Cason Wallace,Isaiah Joe,OKC,79,8
Kenrich Williams,Isaiah Joe,OKC,77,6
Isaiah Joe,Cason Wallace,OKC,75,6
Luguentz Dort,Aaron Wiggins,OKC,73,13
Aaron Wiggins,Luguentz Dort,OKC,72,13
Chet Holmgren,Cason Wallace,OKC,66,6
Cason Wallace,Kenrich Williams,OKC,65,12
Luguentz Dort,Isaiah Joe,OKC,63,8
Kenrich Williams,Isaiah Hartenstein,OKC,62,6
Cason Wallace,Chet Holmgren,OKC,60,4
Kenrich Williams,Luguentz Dort,OKC,59,10
Chet Holmgren,Luguentz Dort,OKC,57,7
Luguentz Dort,Chet Holmgren,OKC,55,8
Alex Caruso,Luguentz Dort,OKC,54,11
Isaiah Hartenstein,Chet Holmgren,OKC,54,12
Chet Holmgren,Isaiah Joe,OKC,53,5
Kenrich Williams,Alex Caruso,OKC,52,5
Chet Holmgren,Isaiah Hartenstein,OKC,51,13
Chet Holmgren,Aaron Wiggins,OKC,51,6
Isaiah Joe,Chet Holmgren,OKC,50,6
Aaron Wiggins,Chet Holmgren,OKC,50,10
Alex Caruso,Chet Holmgren,OKC,44,6
Luguentz Dort,Alex Caruso,OKC,44,1
Luguentz Dort,Kenrich Williams,OKC,38,4
Alex Caruso,Kenrich Williams,OKC,38,5
Chet Holmgren,Alex Caruso,OKC,36,0
Kenrich Williams,Chet Holmgren,OKC,12,4
Chet Holmgren,Kenrich Williams,OKC,8,1
Alex Caruso,Alex Caruso,OKC,1,0
Kenrich Williams,Kenrich Williams,OKC,1,0
