Passer,Receiver,Team,Passes,Assists
Miles Bridges,LaMelo Ball,CHA,629,36
LaMelo Ball,Miles Bridges,CHA,520,88
Brandon Miller,LaMelo Ball,CHA,394,21
LaMelo Ball,Brandon Miller,CHA,329,44
Josh Green,LaMelo Ball,CHA,282,10
Nick Smith Jr.,Miles Bridges,CHA,262,22
Nick Smith Jr.,LaMelo Ball,CHA,254,6
LaMelo Ball,Mark Williams,CHA,242,44
Miles Bridges,Nick Smith Jr.,CHA,233,19
Tidjane Salaün,LaMelo Ball,CHA,228,8
LaMelo Ball,Josh Green,CHA,225,26
Miles Bridges,Mark Williams,CHA,218,55
Mark Williams,LaMelo Ball,CHA,210,16
LaMelo Ball,Nick Smith Jr.,CHA,209,22
Josh Green,Miles Bridges,CHA,196,15
Mark Williams,Miles Bridges,CHA,177,22
Nick Smith Jr.,Mark Williams,CHA,170,26
Miles Bridges,Josh Green,CHA,169,21
Seth Curry,LaMelo Ball,CHA,149,4
Moussa Diabaté,LaMelo Ball,CHA,149,7
Mark Williams,Nick Smith Jr.,CHA,149,15
Seth Curry,Miles Bridges,CHA,137,13
Tidjane Salaün,Nick Smith Jr.,CHA,134,4
LaMelo Ball,Seth Curry,CHA,119,16
Miles Bridges,Seth Curry,CHA,119,11
LaMelo Ball,Moussa Diabaté,CHA,118,19
DaQuan Jeffries,Nick Smith Jr.,CHA,118,10
Josh Green,Nick Smith Jr.,CHA,114,5
Brandon Miller,Miles Bridges,CHA,112,12
LaMelo Ball,Tidjane Salaün,CHA,106,8
Josh Green,Brandon Miller,CHA,104,11
DaQuan Jeffries,LaMelo Ball,CHA,100,4
Nick Smith Jr.,Moussa Diabaté,CHA,98,14
Nick Smith Jr.,Josh Green,CHA,97,8
Nick Smith Jr.,Tidjane Salaün,CHA,97,10
Moussa Diabaté,Miles Bridges,CHA,96,5
Moussa Diabaté,Nick Smith Jr.,CHA,94,5
Brandon Miller,Josh Green,CHA,93,11
LaMelo Ball,DaQuan Jeffries,CHA,92,12
DaQuan Jeffries,Miles Bridges,CHA,92,9
Miles Bridges,Brandon Miller,CHA,89,13
Tidjane Salaün,Miles Bridges,CHA,89,5
Josh Green,Mark Williams,CHA,86,22
Tidjane Salaün,Brandon Miller,CHA,84,3
Mark Williams,Josh Green,CHA,83,15
Miles Bridges,Moussa Diabaté,CHA,83,17
Seth Curry,Nick Smith Jr.,CHA,80,3
Miles Bridges,DaQuan Jeffries,CHA,79,10
Nick Smith Jr.,DaQuan Jeffries,CHA,74,5
Mark Williams,Seth Curry,CHA,73,6
Tidjane Salaün,Seth Curry,CHA,68,8
Miles Bridges,Tidjane Salaün,CHA,66,7
Brandon Miller,Tidjane Salaün,CHA,61,3
Moussa Diabaté,Seth Curry,CHA,61,7
Mark Williams,DaQuan Jeffries,CHA,54,10
Seth Curry,Mark Williams,CHA,53,5
Moussa Diabaté,Brandon Miller,CHA,51,4
Nick Smith Jr.,Seth Curry,CHA,49,6
Moussa Diabaté,Josh Green,CHA,48,5
Moussa Diabaté,Tidjane Salaün,CHA,46,5
Josh Green,DaQuan Jeffries,CHA,46,7
Josh Green,Tidjane Salaün,CHA,45,7
Mark Williams,Brandon Miller,CHA,45,9
Tidjane Salaün,Josh Green,CHA,45,4
DaQuan Jeffries,Tidjane Salaün,CHA,43,5
Brandon Miller,Moussa Diabaté,CHA,42,4
Brandon Miller,Mark Williams,CHA,42,10
Josh Green,Seth Curry,CHA,42,5
Tidjane Salaün,Moussa Diabaté,CHA,42,8
Seth Curry,Josh Green,CHA,40,4
DaQuan Jeffries,Josh Green,CHA,40,2
Seth Curry,Tidjane Salaün,CHA,39,1
Josh Green,Moussa Diabaté,CHA,39,5
Moussa Diabaté,DaQuan Jeffries,CHA,39,4
DaQuan Jeffries,Seth Curry,CHA,37,3
Seth Curry,Moussa Diabaté,CHA,37,8
Nick Smith Jr.,Brandon Miller,CHA,35,0
Tidjane Salaün,DaQuan Jeffries,CHA,30,6
DaQuan Jeffries,Mark Williams,CHA,29,4
Seth Curry,DaQuan Jeffries,CHA,29,5
Brandon Miller,Nick Smith Jr.,CHA,28,3
DaQuan Jeffries,Moussa Diabaté,CHA,24,5
Tidjane Salaün,Mark Williams,CHA,19,3
Mark Williams,Tidjane Salaün,CHA,14,1
Brandon Miller,Seth Curry,CHA,6,1
DaQuan Jeffries,Brandon Miller,CHA,6,1
Brandon Miller,DaQuan Jeffries,CHA,5,1
Mark Williams,Moussa Diabaté,CHA,5,0
Seth Curry,Brandon Miller,CHA,4,0
Moussa Diabaté,Mark Williams,CHA,2,0
